,date_range,time,date_type,year,location,y_pred_in,y_pred_out,in_high_time,out_high_time,record_time
164,2023-01-24 - 2023-01-24,2023-01-24 17:30:00,春节,2023,朱家尖,113.51692,99.21769,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
165,2023-01-24 - 2023-01-24,2023-01-24 17:40:00,春节,2023,朱家尖,110.097244,93.05303,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
166,2023-01-24 - 2023-01-24,2023-01-24 17:50:00,春节,2023,朱家尖,113.61837,93.456535,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
167,2023-01-24 - 2023-01-24,2023-01-24 18:00:00,春节,2023,朱家尖,114.07331,92.99432,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
168,2023-01-24 - 2023-01-24,2023-01-24 18:10:00,春节,2023,朱家尖,116.09564,93.95573,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
169,2023-01-24 - 2023-01-24,2023-01-24 18:20:00,春节,2023,朱家尖,120.59216,96.03703,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
170,2023-01-24 - 2023-01-24,2023-01-24 18:30:00,春节,2023,朱家尖,123.52329,100.650505,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
171,2023-01-24 - 2023-01-24,2023-01-24 18:40:00,春节,2023,朱家尖,125.06585,111.00582,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
172,2023-01-24 - 2023-01-24,2023-01-24 18:50:00,春节,2023,朱家尖,125.8678,120.43412,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
173,2023-01-24 - 2023-01-24,2023-01-24 19:00:00,春节,2023,朱家尖,126.73159,124.69757,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
174,2023-01-24 - 2023-01-24,2023-01-24 19:10:00,春节,2023,朱家尖,128.62741,137.1079,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
175,2023-01-24 - 2023-01-24,2023-01-24 19:20:00,春节,2023,朱家尖,126.4978,142.80914,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
176,2023-01-24 - 2023-01-24,2023-01-24 19:30:00,春节,2023,朱家尖,129.46214,146.68523,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
177,2023-01-24 - 2023-01-24,2023-01-24 19:40:00,春节,2023,朱家尖,125.85987,148.16336,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
178,2023-01-24 - 2023-01-24,2023-01-24 19:50:00,春节,2023,朱家尖,122.90697,146.57309,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
179,2023-01-24 - 2023-01-24,2023-01-24 20:00:00,春节,2023,朱家尖,121.56051,146.25143,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
180,2023-01-24 - 2023-01-24,2023-01-24 20:10:00,春节,2023,朱家尖,119.08848,140.2044,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
181,2023-01-24 - 2023-01-24,2023-01-24 20:20:00,春节,2023,朱家尖,114.21639,128.70203,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
182,2023-01-24 - 2023-01-24,2023-01-24 20:30:00,春节,2023,朱家尖,115.483795,117.9708,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
183,2023-01-24 - 2023-01-24,2023-01-24 20:40:00,春节,2023,朱家尖,111.34938,106.511185,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
184,2023-01-24 - 2023-01-24,2023-01-24 20:50:00,春节,2023,朱家尖,106.74101,92.28452,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
185,2023-01-24 - 2023-01-24,2023-01-24 21:00:00,春节,2023,朱家尖,104.25454,80.22515,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
186,2023-01-24 - 2023-01-24,2023-01-24 21:10:00,春节,2023,朱家尖,99.84035,69.67884,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
187,2023-01-24 - 2023-01-24,2023-01-24 21:20:00,春节,2023,朱家尖,94.44274,62.25793,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
188,2023-01-24 - 2023-01-24,2023-01-24 21:30:00,春节,2023,朱家尖,91.35288,55.012917,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
189,2023-01-24 - 2023-01-24,2023-01-24 21:40:00,春节,2023,朱家尖,86.27647,48.334538,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
190,2023-01-24 - 2023-01-24,2023-01-24 21:50:00,春节,2023,朱家尖,80.66848,47.036823,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
191,2023-01-24 - 2023-01-24,2023-01-24 22:00:00,春节,2023,朱家尖,74.763565,43.64964,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
192,2023-01-24 - 2023-01-24,2023-01-24 22:10:00,春节,2023,朱家尖,69.83973,42.85164,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
193,2023-01-24 - 2023-01-24,2023-01-24 22:20:00,春节,2023,朱家尖,67.00114,44.577908,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
194,2023-01-24 - 2023-01-24,2023-01-24 22:30:00,春节,2023,朱家尖,61.20823,41.26278,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
195,2023-01-24 - 2023-01-24,2023-01-24 22:40:00,春节,2023,朱家尖,57.01404,39.080906,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
196,2023-01-24 - 2023-01-24,2023-01-24 22:50:00,春节,2023,朱家尖,53.257217,37.415962,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
197,2023-01-24 - 2023-01-24,2023-01-24 23:00:00,春节,2023,朱家尖,53.898285,34.283447,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
198,2023-01-24 - 2023-01-24,2023-01-24 23:10:00,春节,2023,朱家尖,52.391804,30.359653,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
199,2023-01-24 - 2023-01-24,2023-01-24 23:20:00,春节,2023,朱家尖,48.35017,20.652058,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
200,2023-01-24 - 2023-01-24,2023-01-24 23:30:00,春节,2023,朱家尖,43.734264,15.037563,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
201,2023-01-24 - 2023-01-24,2023-01-24 23:40:00,春节,2023,朱家尖,38.311527,8.872852,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
202,2023-01-24 - 2023-01-24,2023-01-24 23:50:00,春节,2023,朱家尖,38.76751,4.5317116,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-24
203,2023-01-25 - 2023-01-25,2023-01-25 00:00:00,春节（观察日）,2023,朱家尖,37.165413,0.20797345,2023-01-24 14:00:00,2023-01-24 14:00:00,2023-01-25
