date_range,time,date_type,year,location,y_pred_in,y_pred_out,in_high_time,out_high_time,record_time
2024-08-11 - 2024-08-12,2024-08-11 19:40:00,周末,2024,朱家尖,243.42786,508.60684,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 19:50:00,周末,2024,朱家尖,232.35751,486.28967,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 20:00:00,周末,2024,朱家尖,219.68805,463.526,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 20:10:00,周末,2024,朱家尖,207.28276,438.8144,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 20:20:00,周末,2024,朱家尖,197.9763,422.73166,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 20:30:00,周末,2024,朱家尖,186.36671,400.0686,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 20:40:00,周末,2024,朱家尖,176.42172,382.7496,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 20:50:00,周末,2024,朱家尖,167.00407,361.77454,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 21:00:00,周末,2024,朱家尖,157.95515,341.54916,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 21:10:00,周末,2024,朱家尖,149.30756,329.58426,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 21:20:00,周末,2024,朱家尖,141.75555,310.7531,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 21:30:00,周末,2024,朱家尖,133.78125,287.98047,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 21:40:00,周末,2024,朱家尖,131.20267,272.03375,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 21:50:00,周末,2024,朱家尖,124.99508,255.79413,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 22:00:00,周末,2024,朱家尖,119.03995,241.58884,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 22:10:00,周末,2024,朱家尖,117.04414,234.63902,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 22:20:00,周末,2024,朱家尖,106.57362,216.81747,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 22:30:00,周末,2024,朱家尖,101.90823,202.64203,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 22:40:00,周末,2024,朱家尖,98.57076,189.70709,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 22:50:00,周末,2024,朱家尖,93.36614,171.80818,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 23:00:00,周末,2024,朱家尖,88.20105,159.1933,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 23:10:00,周末,2024,朱家尖,78.5609,140.06377,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 23:20:00,周末,2024,朱家尖,69.6228,126.66781,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 23:30:00,周末,2024,朱家尖,64.75078,115.17969,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 23:40:00,周末,2024,朱家尖,64.352745,105.087746,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
2024-08-11 - 2024-08-12,2024-08-11 23:50:00,周末,2024,朱家尖,57.803177,94.65196,2024-08-11 10:00:00,2024-08-11 17:00:00,2024-08-11
